Add,Block ID,CLUE small area,Longitude,Latitude
Ground 460 Lonsdale Street MELBOURNE VIC 3000,73,Melbourne (CBD),144.95835,-37.81306
Ground 460 Lonsdale Street MELBOURNE VIC 3000,73,Melbourne (CBD),144.95835,-37.81306
Ground 307-311 Elizabeth Street MELBOURNE VIC 3000,74,Melbourne (CBD),144.96156,-37.81147
"Unit 1, 106-112 Hardware Street MELBOURNE VIC 3000",74,Melbourne (CBD),144.96068,-37.81214
"Shop 3, 398 Lonsdale Street MELBOURNE VIC 3000",74,Melbourne (CBD),144.96053,-37.81241
113 Hardware Street MELBOURNE VIC 3000,74,Melbourne (CBD),144.96053,-37.81241
113 Hardware Street MELBOURNE VIC 3000,74,Melbourne (CBD),144.96053,-37.81241
Ground 385 Little Lonsdale Street MELBOURNE VIC 3000,74,Melbourne (CBD),144.96054,-37.81181
"Shop 2, 391 Little Lonsdale Street MELBOURNE VIC 3000",74,Melbourne (CBD),144.96034,-37.81187
250A Queen Street MELBOURNE VIC 3000,74,Melbourne (CBD),144.95996,-37.81269
19-21 QV Urban Market MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
251-255 Little Lonsdale Street MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
17-23 QV Square MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
24 Artemis Lane MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
Shop QS001 1-7 QV Square MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
29-31 QV Square MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
26-30 Artemis Lane MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
18-22 Artemis Lane MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
11 QV Square MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
11 QV Square MELBOURNE VIC 3000,76,Melbourne (CBD),144.96573,-37.81068
Ground 168 Lonsdale Street MELBOURNE VIC 3000,77,Melbourne (CBD),144.96737,-37.81057
"Shop 9, 36 Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
"Shop 6, 36 Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
"Shop 16, 36 Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
"Shop 10, 36 Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
Kiosk 50 Lonsdale Street MELBOURNE VIC 3000,78,Melbourne (CBD),144.97073,-37.8092
"Shop 9, 36 Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
"Shop 1, 45-49 Little Lonsdale Street MELBOURNE VIC 3000",78,Melbourne (CBD),144.97073,-37.8092
"Shop 1, Ground 555 La Trobe Street MELBOURNE VIC 3000",81,Melbourne (CBD),144.9527,-37.81331
Part Ground Building E 550 Little Lonsdale Street MELBOURNE VIC 3000,81,Melbourne (CBD),144.9527,-37.81331
536 Little Lonsdale Street MELBOURNE VIC 3000,81,Melbourne (CBD),144.95324,-37.8136
Cafe 305 William Street MELBOURNE VIC 3000,82,Melbourne (CBD),144.95589,-37.81251
Part Ground North Tower 485 La Trobe Street MELBOURNE VIC 3000,82,Melbourne (CBD),144.95492,-37.81271
"Shop 1, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000",82,Melbourne (CBD),144.95557,-37.8129
"Shop 2, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000",82,Melbourne (CBD),144.95557,-37.8129
"Shop 2, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000",82,Melbourne (CBD),144.95557,-37.8129
470 Little Lonsdale Street MELBOURNE VIC 3000,82,Melbourne (CBD),144.9555,-37.81299
Ground 271 William Street MELBOURNE VIC 3000,82,Melbourne (CBD),144.95645,-37.81271
Ground 271 William Street MELBOURNE VIC 3000,82,Melbourne (CBD),144.95645,-37.81271
Gnd & Bmt 299 Queen Street MELBOURNE VIC 3000,83,Melbourne (CBD),144.95866,-37.81145
Northern Guardhouse Royal Mint 318 William Street MELBOURNE VIC 3000,83,Melbourne (CBD),144.95736,-37.81209
Rear 280 William Street MELBOURNE VIC 3000,83,Melbourne (CBD),144.95736,-37.81209
Level 1 315 Elizabeth Street MELBOURNE VIC 3000,84,Melbourne (CBD),144.96146,-37.81122
6 Sutherland Street MELBOURNE VIC 3000,84,Melbourne (CBD),144.96094,-37.81128
288 Little Lonsdale Street MELBOURNE VIC 3000,84,Melbourne (CBD),144.96094,-37.81128
320 Little Lonsdale Street MELBOURNE VIC 3000,84,Melbourne (CBD),144.96028,-37.81158
"Shop 319, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Kiosk 1, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 239, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 263, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 151, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 311, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 309, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 209A, 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 76, Ground 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 245, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
"Shop 313, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",85,Melbourne (CBD),144.96284,-37.8109
Level 1 272-282 Lonsdale Street MELBOURNE VIC 3000,85,Melbourne (CBD),144.964,-37.81153
Ground 295 Swanston Street MELBOURNE VIC 3000,85,Melbourne (CBD),144.96426,-37.81123
313-315 Swanston Street MELBOURNE VIC 3000,85,Melbourne (CBD),144.96411,-37.81089
313-315 Swanston Street MELBOURNE VIC 3000,85,Melbourne (CBD),144.96411,-37.81089
Basement 176 Little Lonsdale Street MELBOURNE VIC 3000,86,Melbourne (CBD),144.9653,-37.80977
Basement 176 Little Lonsdale Street MELBOURNE VIC 3000,86,Melbourne (CBD),144.9653,-37.80977
Ground 287 Exhibition Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.96889,-37.80907
311 Exhibition Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.9687,-37.8087
"Shop 2, 321 Exhibition Street MELBOURNE VIC 3000",87,Melbourne (CBD),144.96846,-37.80864
"Shop 5, 321 Exhibition Street MELBOURNE VIC 3000",87,Melbourne (CBD),144.96846,-37.80864
110 Little Lonsdale Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.96845,-37.80914
100 Little Lonsdale Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.96872,-37.80914
166 Little Lonsdale Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.96697,-37.80966
303 Exhibition Street MELBOURNE VIC 3000,87,Melbourne (CBD),144.96877,-37.80881
285 Spring Street MELBOURNE VIC 3000,88,Melbourne (CBD),144.97102,-37.80817
Part Ground 414 La Trobe Street MELBOURNE VIC 3000,93,Melbourne (CBD),144.95711,-37.81124
Part Ground 414 La Trobe Street MELBOURNE VIC 3000,93,Melbourne (CBD),144.95711,-37.81124
Level 1 360 La Trobe Street MELBOURNE VIC 3000,94,Melbourne (CBD),144.95914,-37.81072
Ground 300 La Trobe Street MELBOURNE VIC 3000,94,Melbourne (CBD),144.96037,-37.80998
Part Ground 350 Queen Street MELBOURNE VIC 3000,94,Melbourne (CBD),144.95908,-37.81042
Ground 53 A'Beckett Street MELBOURNE VIC 3000,95,Melbourne (CBD),144.96207,-37.8091
Ground 53 A'Beckett Street MELBOURNE VIC 3000,95,Melbourne (CBD),144.96207,-37.8091
Level 1 388-396 Elizabeth Street MELBOURNE VIC 3000,95,Melbourne (CBD),144.96142,-37.80953
Ground 401 Swanston Street MELBOURNE VIC 3000,95,Melbourne (CBD),144.96322,-37.80904
"Shop 1, 31 A'Beckett Street MELBOURNE VIC 3000",95,Melbourne (CBD),144.96261,-37.80894
"Part Building 1, Ground 124 La Trobe Street MELBOURNE VIC 3000",96,Melbourne (CBD),144.96459,-37.80822
"Part Building 1, Ground 124 La Trobe Street MELBOURNE VIC 3000",96,Melbourne (CBD),144.96459,-37.80822
Part  Level 2 Building 12 RMIT University 394-412 Swanston Street MELBOURNE VIC 3000,96,Melbourne (CBD),144.96459,-37.80822
"Shop 2, Ground 333 Exhibition Street MELBOURNE VIC 3000",97,Melbourne (CBD),144.96806,-37.8078
13A Victoria Street MELBOURNE VIC 3000,97,Melbourne (CBD),144.96798,-37.80759
Part Ground 383 King Street WEST MELBOURNE VIC 3003,101,West Melbourne (Residential),144.95292,-37.81111
Part Ground 383 King Street WEST MELBOURNE VIC 3003,101,West Melbourne (Residential),144.95292,-37.81111
245 Franklin Street MELBOURNE VIC 3000,103,Melbourne (CBD),144.95664,-37.8097
245 Franklin Street MELBOURNE VIC 3000,103,Melbourne (CBD),144.95664,-37.8097
7 Frederick Way MELBOURNE VIC 3000,103,Melbourne (CBD),144.9566,-37.81017
419 Elizabeth Street MELBOURNE VIC 3000,104,Melbourne (CBD),144.96049,-37.80912
435 Elizabeth Street MELBOURNE VIC 3000,104,Melbourne (CBD),144.96034,-37.80886
435 Elizabeth Street MELBOURNE VIC 3000,104,Melbourne (CBD),144.96034,-37.80886
Ground 449 Elizabeth Street MELBOURNE VIC 3000,104,Melbourne (CBD),144.96022,-37.80856
"Shop G1, 163 Franklin Street MELBOURNE VIC 3000",104,Melbourne (CBD),144.95957,-37.80904
130 A'Beckett Street MELBOURNE VIC 3000,104,Melbourne (CBD),144.95957,-37.80904
"Shop 3, 155 Franklin Street MELBOURNE VIC 3000",104,Melbourne (CBD),144.95957,-37.80904
"Shop G3, 163 Franklin Street MELBOURNE VIC 3000",104,Melbourne (CBD),144.95957,-37.80904
"Shop S1, 410 Elizabeth Street MELBOURNE VIC 3000",105,Melbourne (CBD),144.96116,-37.80895
"Shop S2, 410 Elizabeth Street MELBOURNE VIC 3000",105,Melbourne (CBD),144.96116,-37.80895
85 Franklin Street MELBOURNE VIC 3000,105,Melbourne (CBD),144.96176,-37.80817
133-135 Victoria Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
Trolley Hire Queen Victoria Market Victoria Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
83-85 Victoria Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
"Stall 26-27, Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000",113,Melbourne (CBD),144.95763,-37.80783
"Stall 22, Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000",113,Melbourne (CBD),144.95763,-37.80783
"Stall 25, Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000",113,Melbourne (CBD),144.95763,-37.80783
"Stall 20-21, Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000",113,Melbourne (CBD),144.95763,-37.80783
69 Victoria Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
517 Elizabeth Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
507 Elizabeth Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
513 Elizabeth Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
517 Elizabeth Street MELBOURNE VIC 3000,113,Melbourne (CBD),144.95763,-37.80783
487 Elizabeth Street MELBOURNE VIC 3000,114,Melbourne (CBD),144.95979,-37.8076
114-116 Franklin Street MELBOURNE VIC 3000,114,Melbourne (CBD),144.95892,-37.80822
469 Elizabeth Street MELBOURNE VIC 3000,114,Melbourne (CBD),144.95997,-37.80798
471 Elizabeth Street MELBOURNE VIC 3000,114,Melbourne (CBD),144.95995,-37.80794
471 Elizabeth Street MELBOURNE VIC 3000,114,Melbourne (CBD),144.95995,-37.80794
Gnd & Mezz 470 Elizabeth Street MELBOURNE VIC 3000,115,Melbourne (CBD),144.96062,-37.80784
258 Elgin Street CARLTON VIC 3053,203,Carlton,144.96553,-37.79671
258 Elgin Street CARLTON VIC 3053,203,Carlton,144.96553,-37.79671
Part 251 Faraday Street CARLTON VIC 3053,205,Carlton,144.96526,-37.79872
Part Ground 720 Swanston Street CARLTON VIC 3053,205,Carlton,144.96489,-37.79946
740 Swanston Street CARLTON VIC 3053,205,Carlton,144.96477,-37.799
740 Swanston Street CARLTON VIC 3053,205,Carlton,144.96477,-37.799
88 Grattan Street CARLTON VIC 3053,206,Carlton,144.96655,-37.80046
219-221 Lygon Street CARLTON VIC 3053,206,Carlton,144.96672,-37.80019
225-229 Lygon Street CARLTON VIC 3053,206,Carlton,144.96674,-37.80005
255 Lygon Street CARLTON VIC 3053,206,Carlton,144.96684,-37.79948
305 Lygon Street CARLTON VIC 3053,207,Carlton,144.96708,-37.79818
307 Lygon Street CARLTON VIC 3053,207,Carlton,144.96698,-37.79812
323 Lygon Street CARLTON VIC 3053,207,Carlton,144.96713,-37.79777
329 Lygon Street CARLTON VIC 3053,207,Carlton,144.96715,-37.79764
Gnd & Flr1 330 Cardigan Street CARLTON VIC 3053,208,Carlton,144.96638,-37.79686
Part Ground 497-513 Rathdowne Street CARLTON VIC 3053,212,Carlton,144.97077,-37.79366
156 Elgin Street CARLTON VIC 3053,215,Carlton,144.96939,-37.79714
144 Elgin Street CARLTON VIC 3053,215,Carlton,144.96981,-37.79715
348 Drummond Street CARLTON VIC 3053,216,Carlton,144.96927,-37.79778
348 Drummond Street CARLTON VIC 3053,216,Carlton,144.96927,-37.79778
313-315 Drummond Street CARLTON VIC 3053,217,Carlton,144.96849,-37.79838
Ground 198-204 Faraday Street CARLTON VIC 3053,217,Carlton,144.96784,-37.79851
400 Lygon Street CARLTON VIC 3053,217,Carlton,144.96776,-37.79763
"Shop 17-18, 368-384 Lygon Street CARLTON VIC 3053",217,Carlton,144.96815,-37.79804
364 Lygon Street CARLTON VIC 3053,217,Carlton,144.96764,-37.79828
364 Lygon Street CARLTON VIC 3053,217,Carlton,144.96764,-37.79828
183 Elgin Street CARLTON VIC 3053,217,Carlton,144.96838,-37.79753
295-297 Drummond Street CARLTON VIC 3053,218,Carlton,144.96844,-37.79899
201-203 Faraday Street CARLTON VIC 3053,218,Carlton,144.9678,-37.799
48-50 Grattan Street CARLTON VIC 3053,218,Carlton,144.96788,-37.8006
350 Lygon Street CARLTON VIC 3053,218,Carlton,144.96753,-37.79887
Gnd & Flr1 326 Lygon Street CARLTON VIC 3053,218,Carlton,144.96747,-37.79932
316-318 Lygon Street CARLTON VIC 3053,218,Carlton,144.96759,-37.79963
Ground 306-308 Lygon Street CARLTON VIC 3053,218,Carlton,144.96742,-37.79979
294-296 Lygon Street CARLTON VIC 3053,218,Carlton,144.96735,-37.80004
114-116 Rathdowne Street CARLTON VIC 3053,224,Carlton,144.97088,-37.79696
114-116 Rathdowne Street CARLTON VIC 3053,224,Carlton,144.97088,-37.79696
180 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97119,-37.79514
180 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97119,-37.79514
176 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97118,-37.79523
172 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97116,-37.79532
168-170 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97115,-37.79538
164 Rathdowne Street CARLTON VIC 3053,226,Carlton,144.97113,-37.79548
Ground 224 Pelham Street MELBOURNE VIC 3000,239,Carlton,144.95833,-37.80169
Ground 212 Berkeley Street CARLTON VIC 3053,240,Carlton,144.959,-37.80052
Ground 161 Barry Street CARLTON VIC 3053,240,Carlton,144.95928,-37.80023
196 Pelham Street CARLTON VIC 3053,240,Carlton,144.95923,-37.80186
167 Grattan Street CARLTON VIC 3053,243,Carlton,144.9633,-37.80058
154 Bouverie Street CARLTON VIC 3053,243,Carlton,144.96273,-37.80134
"Shop 3, Ground 121 Grattan Street CARLTON VIC 3053",245,Carlton,144.9651,-37.80077
680-682 Swanston Street CARLTON VIC 3053,245,Carlton,144.96424,-37.80063
"Tenancy 103D, 604 Swanston Street CARLTON VIC 3053",245,Carlton,144.96433,-37.8019
"Unit 2, 164 Cardigan Street CARLTON VIC 3053",246,Carlton,144.96563,-37.80133
Ground 171 Lygon Street CARLTON VIC 3053,246,Carlton,144.96647,-37.80166
Gnd & Flr1 181-183 Lygon Street CARLTON VIC 3053,246,Carlton,144.96651,-37.80145
189 Lygon Street CARLTON VIC 3053,246,Carlton,144.96649,-37.80119
191 Lygon Street CARLTON VIC 3053,246,Carlton,144.9665,-37.80114
201-203 Lygon Street CARLTON VIC 3053,246,Carlton,144.96667,-37.8009
199 Lygon Street CARLTON VIC 3053,246,Carlton,144.96666,-37.80097
111-113 Grattan Street CARLTON VIC 3053,246,Carlton,144.96577,-37.80082
222 Lygon Street CARLTON VIC 3053,247,Carlton,144.96719,-37.80192
Part Ground 204 Lygon Street CARLTON VIC 3053,247,Carlton,144.96714,-37.80219
Restaurant 11 Nicholson Street CARLTON VIC 3053,250,Carlton,144.97163,-37.80397
132-136 Lygon Street CARLTON VIC 3053,252,Carlton,144.96669,-37.80396
128-130 Lygon Street CARLTON VIC 3053,252,Carlton,144.96668,-37.80404
126 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
122 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
108 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
106 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
106 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
104 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
98-100 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
118 Lygon Street CARLTON VIC 3053,252,Carlton,144.9667,-37.80444
Level 1 90 Queensberry Street CARLTON VIC 3053,254,Carlton,144.96595,-37.80468
Ground 95-97 Lygon Street CARLTON VIC 3053,254,Carlton,144.96595,-37.80468
Ground 123 Lygon Street CARLTON VIC 3053,254,Carlton,144.96603,-37.80409
139-141 Lygon Street CARLTON VIC 3053,254,Carlton,144.96609,-37.80385
Ground 151 Lygon Street CARLTON VIC 3053,254,Carlton,144.96612,-37.80366
127 Pelham Street CARLTON VIC 3053,255,Carlton,144.96395,-37.80277
210 Queensberry Street CARLTON VIC 3053,256,Carlton,144.96203,-37.80421
Part 609 Swanston Street CARLTON VIC 3053,256,Carlton,144.96296,-37.80404
19-21 Lincoln Square South CARLTON VIC 3053,256,Carlton,144.96278,-37.80336
19-21 Lincoln Square South CARLTON VIC 3053,256,Carlton,144.96278,-37.80336
Cafe 108-128 Leicester Street CARLTON VIC 3053,257,Carlton,144.96104,-37.80335
233 Pelham Street MELBOURNE VIC 3000,260,Carlton,144.95825,-37.80219
Ground 261-263 Queensberry Street CARLTON VIC 3053,262,Carlton,144.95993,-37.80441
Retail 1 71-79 Bouverie Street CARLTON VIC 3053,263,Carlton,144.96141,-37.80478
Retail 1 71-79 Bouverie Street CARLTON VIC 3053,263,Carlton,144.96141,-37.80478
28 Leicester Street CARLTON VIC 3053,263,Carlton,144.96051,-37.8057
Ground 55 Cardigan Street CARLTON VIC 3053,265,Carlton,144.96428,-37.80544
87 Cardigan Street CARLTON VIC 3053,265,Carlton,144.96445,-37.80486
143 Queensberry Street CARLTON VIC 3053,265,Carlton,144.96392,-37.80493
"Part Unit 1, Ground 466 Swanston Street CARLTON VIC 3053",265,Carlton,144.96333,-37.80601
Ground 74 Victoria Street CARLTON VIC 3053,266,Carlton,144.96535,-37.8067
Part Ground 22 Orr Street CARLTON VIC 3053,266,Carlton,144.9654,-37.80634
68 Victoria Street CARLTON VIC 3053,266,Carlton,144.96553,-37.80672
68 Victoria Street CARLTON VIC 3053,266,Carlton,144.96553,-37.80672
Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,268,Carlton,144.96856,-37.80577
Part Ground Ian Potter Museum of Art Building 136 230 Grattan Street PARKVILLE VIC 3010,270,Parkville,144.96121,-37.79677
Part Basement Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,270,Parkville,144.96121,-37.79677
Part Ground 243-251 Flemington Road NORTH MELBOURNE VIC 3051,303,North Melbourne,144.94671,-37.79356
Ground 610 Queensberry Street NORTH MELBOURNE VIC 3051,333,North Melbourne,144.94714,-37.80253
688 Queensberry Street NORTH MELBOURNE VIC 3051,335,North Melbourne,144.94446,-37.80227
69-71 Errol Street NORTH MELBOURNE VIC 3051,345,North Melbourne,144.94908,-37.80346
97 Errol Street NORTH MELBOURNE VIC 3051,346,North Melbourne,144.94941,-37.80261
97 Errol Street NORTH MELBOURNE VIC 3051,346,North Melbourne,144.94941,-37.80261
103-107 Errol Street NORTH MELBOURNE VIC 3051,346,North Melbourne,144.94946,-37.80246
103-107 Errol Street NORTH MELBOURNE VIC 3051,346,North Melbourne,144.94946,-37.80246
193 Flemington Road NORTH MELBOURNE VIC 3051,353,North Melbourne,144.94842,-37.79508
6 Errol Street NORTH MELBOURNE VIC 3051,354,North Melbourne,144.94955,-37.80497
Ground 478-482 Victoria Street NORTH MELBOURNE VIC 3051,354,North Melbourne,144.95015,-37.80497
119-121 Howard Street NORTH MELBOURNE VIC 3051,356,North Melbourne,144.95367,-37.80423
123-129 Howard Street NORTH MELBOURNE VIC 3051,356,North Melbourne,144.9537,-37.8041
368 Victoria Street NORTH MELBOURNE VIC 3051,357,North Melbourne,144.95405,-37.80543
358 Victoria Street NORTH MELBOURNE VIC 3051,357,North Melbourne,144.95434,-37.80538
122-124 Peel Street NORTH MELBOURNE VIC 3051,360,North Melbourne,144.95646,-37.8052
260 Victoria Street NORTH MELBOURNE VIC 3051,361,North Melbourne,144.95772,-37.80584
Part Ground 535 Elizabeth Street MELBOURNE VIC 3000,362,North Melbourne,144.95861,-37.80567
"Shop 1-2, 589 Elizabeth Street MELBOURNE VIC 3000",362,North Melbourne,144.95812,-37.80461
148-150 Errol Street NORTH MELBOURNE VIC 3051,370,North Melbourne,144.95019,-37.80154
31 Blackwood Street NORTH MELBOURNE VIC 3051,376,North Melbourne,144.95518,-37.80068
37 Flemington Road NORTH MELBOURNE VIC 3051,376,North Melbourne,144.95517,-37.80032
67 Flemington Road NORTH MELBOURNE VIC 3051,377,North Melbourne,144.95401,-37.79937
65 Flemington Road NORTH MELBOURNE VIC 3051,377,North Melbourne,144.95401,-37.79937
65 Flemington Road NORTH MELBOURNE VIC 3051,377,North Melbourne,144.95401,-37.79937
91 Flemington Road NORTH MELBOURNE VIC 3051,378,North Melbourne,144.95286,-37.79856
101 Flemington Road NORTH MELBOURNE VIC 3051,378,North Melbourne,144.95271,-37.79844
11-13 Stawell Street WEST MELBOURNE VIC 3003,409,West Melbourne (Residential),144.94212,-37.80592
11-13 Stawell Street WEST MELBOURNE VIC 3003,409,West Melbourne (Residential),144.94212,-37.80592
279 Victoria Street WEST MELBOURNE VIC 3003,424,West Melbourne (Residential),144.95197,-37.80567
Part Ground 305-307 Victoria Street WEST MELBOURNE VIC 3003,424,West Melbourne (Residential),144.95138,-37.80564
541-547 Spencer Street WEST MELBOURNE VIC 3003,427,West Melbourne (Residential),144.94779,-37.80811
70-74 Rosslyn Street WEST MELBOURNE VIC 3003,432,West Melbourne (Residential),144.95205,-37.80776
48 Rosslyn Street WEST MELBOURNE VIC 3003,432,West Melbourne (Residential),144.9526,-37.80741
Ground 225-229 Victoria Street WEST MELBOURNE VIC 3003,434,West Melbourne (Residential),144.95395,-37.80588
Ground 27-31 Peel Street WEST MELBOURNE VIC 3003,435,West Melbourne (Residential),144.95536,-37.80759
Ground 85 Peel Street WEST MELBOURNE VIC 3003,435,West Melbourne (Residential),144.95558,-37.8062
477 King Street WEST MELBOURNE VIC 3003,440,West Melbourne (Residential),144.95168,-37.80886
357 Spencer Street WEST MELBOURNE VIC 3003,444,West Melbourne (Residential),144.95043,-37.81191
357 Spencer Street WEST MELBOURNE VIC 3003,444,West Melbourne (Residential),144.95043,-37.81191
100 McClure Road KENSINGTON VIC 3031,503,Kensington,144.9299,-37.7996
499 MacAulay Road KENSINGTON VIC 3031,524,Kensington,144.92946,-37.79458
43 Epsom Road KENSINGTON VIC 3031,547,Kensington,144.9256,-37.79224
"Tenancy 2, 301 Smithfield Road KENSINGTON VIC 3031",559,Kensington,144.91879,-37.79213
"Unit 1, Level 1 70 Speakmen Street KENSINGTON VIC 3031",559,Kensington,144.91629,-37.79381
"Shop 3, 320-380 Epsom Road FLEMINGTON VIC 3031",571,Kensington,144.91512,-37.78227
"Shop 16, 320-380 Epsom Road FLEMINGTON VIC 3031",571,Kensington,144.91512,-37.78227
"Shop 27, 320-380 Epsom Road FLEMINGTON VIC 3031",571,Kensington,144.91512,-37.78227
65 George Street EAST MELBOURNE VIC 3002,606,East Melbourne,144.98818,-37.81576
65 George Street EAST MELBOURNE VIC 3002,606,East Melbourne,144.98818,-37.81576
Part Ground 132 Wellington Parade EAST MELBOURNE VIC 3002,607,East Melbourne,144.98559,-37.81619
78A Wellington Parade EAST MELBOURNE VIC 3002,607,East Melbourne,144.98743,-37.81636
Part Ground 74 Wellington Parade EAST MELBOURNE VIC 3002,607,East Melbourne,144.98763,-37.81639
222 Clarendon Street EAST MELBOURNE VIC 3002,613,East Melbourne,144.98412,-37.80978
"Unit 6T, 166 Albert Street EAST MELBOURNE VIC 3002",613,East Melbourne,144.98562,-37.81005
Ground 166 Clarendon Street EAST MELBOURNE VIC 3002,614,East Melbourne,144.98419,-37.81107
Part Ground 159 Grey Street EAST MELBOURNE VIC 3002,615,East Melbourne,144.9841,-37.81228
154 Wellington Parade EAST MELBOURNE VIC 3002,618,East Melbourne,144.98483,-37.81609
Part Ground 250 Victoria Parade EAST MELBOURNE VIC 3002,621,East Melbourne,144.97998,-37.80919
Part Gnd & Mezz 8 Nicholson Street EAST MELBOURNE VIC 3002,644,East Melbourne,144.97362,-37.8085
"Suite 1, Ground 100 Victoria Parade EAST MELBOURNE VIC 3002",644,East Melbourne,144.97488,-37.80863
"Suite 1, Ground 100 Victoria Parade EAST MELBOURNE VIC 3002",644,East Melbourne,144.97488,-37.80863
Part Ground 32 Gisborne Street EAST MELBOURNE VIC 3002,645,East Melbourne,144.97626,-37.80887
LwrGround 182-184 Victoria Parade EAST MELBOURNE VIC 3002,646,East Melbourne,144.97789,-37.80895
Basement 2-6 Parliament Place EAST MELBOURNE VIC 3002,651,East Melbourne,144.97575,-37.81162
137 Wellington Parade South EAST MELBOURNE VIC 3002,656,East Melbourne,144.97998,-37.81681
Part AAMI Park Olympic Park 60 Olympic Boulevard MELBOURNE VIC 3004,660,Melbourne (Remainder),144.98246,-37.82485
Part The Glasshouse Olympic Park 20 Olympic Boulevard MELBOURNE VIC 3004,660,Melbourne (Remainder),144.98246,-37.82485
"Shop 2, 391 St Kilda Road MELBOURNE VIC 3004",710,Melbourne (Remainder),144.97572,-37.83549
407A St Kilda Road MELBOURNE VIC 3004,710,Melbourne (Remainder),144.97618,-37.83615
Part Ground 417 St Kilda Road MELBOURNE VIC 3004,720,Melbourne (Remainder),144.97704,-37.83775
