Add,Block ID,CLUE small area,Longitude,Latitude
Part Ground 417 St Kilda Road MELBOURNE VIC 3004,720,Melbourne (Remainder),144.97704,-37.83775
Part Ground 417 St Kilda Road MELBOURNE VIC 3004,720,Melbourne (Remainder),144.97704,-37.83775
"Suite 1, Ground 431 St Kilda Road MELBOURNE VIC 3004",720,Melbourne (Remainder),144.97706,-37.83853
521 St Kilda Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
1A-3 Commercial Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
5-5A Commercial Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
5-5A Commercial Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
521 St Kilda Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
13-15 Commercial Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.97987,-37.84556
Ground 549 St Kilda Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.98028,-37.84659
Part Ground 553 St Kilda Road MELBOURNE VIC 3004,724,Melbourne (Remainder),144.98038,-37.84685
305-331 City Road SOUTHBANK VIC 3006,731,Southbank,144.95791,-37.82824
269 City Road SOUTHBANK VIC 3006,732,Southbank,144.95903,-37.8273
105A Clarendon Street SOUTHBANK VIC 3006,733,Southbank,144.95826,-37.82713
"Suite 2A, 152 Sturt Street SOUTHBANK VIC 3006",738,Southbank,144.96607,-37.8254
6-12 Miles Street SOUTHBANK VIC 3006,742,Southbank,144.96802,-37.82843
"Tenancy 2, Ground 80 Dorcas Street SOUTHBANK VIC 3006",746,Southbank,144.96623,-37.83069
Part Ground 100 Dorcas Street SOUTHBANK VIC 3006,746,Southbank,144.96623,-37.83069
Part Ground 100 Dorcas Street SOUTHBANK VIC 3006,746,Southbank,144.96623,-37.83069
147 Dodds Street SOUTHBANK VIC 3006,747,Southbank,144.96747,-37.83063
71 Coventry Street SOUTHBANK VIC 3006,747,Southbank,144.96796,-37.82998
20 Dorcas Street SOUTHBANK VIC 3006,748,Southbank,144.96957,-37.83002
20 Dorcas Street SOUTHBANK VIC 3006,748,Southbank,144.96957,-37.83002
35-37 Coventry Street SOUTHBANK VIC 3006,748,Southbank,144.96939,-37.82957
Part Building 872 Grant Street Theatre 234 St Kilda Road SOUTHBANK VIC 3006,751,Southbank,144.96941,-37.82453
Kiosk Theatres Arts Centre Melbourne Opposite 100 St Kilda Road SOUTHBANK VIC 3006,752,Southbank,144.96817,-37.82094
Part Ground 100 St Kilda Road SOUTHBANK VIC 3006,752,Southbank,144.96817,-37.82094
Part 100 St Kilda Road SOUTHBANK VIC 3006,752,Southbank,144.96817,-37.82094
Part Level 1 180 St Kilda Road SOUTHBANK VIC 3006,752,Southbank,144.96863,-37.82274
Part Podium 1 Southgate Avenue SOUTHBANK VIC 3006,753,Southbank,144.9663,-37.82072
"Shop 1-2, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Restaurant 5, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Restaurant 2, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Shop 10-12, Mid Lvl 3 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Restaurant 1-2, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Restaurant 3, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
"Shop 10-12, Mid Lvl 3 3 Southgate Avenue SOUTHBANK VIC 3006",753,Southbank,144.9663,-37.82072
Plaza Level 26 Southgate Avenue SOUTHBANK VIC 3006,753,Southbank,144.96711,-37.82038
Plaza Level 26 Southgate Avenue SOUTHBANK VIC 3006,753,Southbank,144.96711,-37.82038
"Unit 1, Ground 437 St Kilda Road MELBOURNE VIC 3004",759,Melbourne (Remainder),144.97753,-37.8391
Part Ground 441 St Kilda Road MELBOURNE VIC 3004,759,Melbourne (Remainder),144.97768,-37.83949
Ground 457 St Kilda Road MELBOURNE VIC 3004,759,Melbourne (Remainder),144.97801,-37.84041
50 River Esplanade DOCKLANDS VIC 3008,773,Docklands,144.94748,-37.82484
Part 816 Lorimer Street PORT MELBOURNE VIC 3207,774,Port Melbourne,144.93099,-37.82205
"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",781,Port Melbourne,144.92539,-37.82303
3 Central Boulevard PORT MELBOURNE VIC 3207,784,Port Melbourne,144.91884,-37.82228
3 Central Boulevard PORT MELBOURNE VIC 3207,784,Port Melbourne,144.91884,-37.82228
"Unit 2, 1 Phillip Court PORT MELBOURNE VIC 3207",786,Port Melbourne,144.92087,-37.82606
"Unit 3, 1 Phillip Court PORT MELBOURNE VIC 3207",786,Port Melbourne,144.92087,-37.82606
"Unit 6, 1 Phillip Court PORT MELBOURNE VIC 3207",786,Port Melbourne,144.92087,-37.82606
"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",786,Port Melbourne,144.92087,-37.82606
Part 2 West Gate Freeway PORT MELBOURNE VIC 3207,788,Port Melbourne,144.9186,-37.83099
Part Level 2 187 Todd Road PORT MELBOURNE VIC 3207,790,Port Melbourne,144.91057,-37.82639
"Part Unit 2, 42 Sabre Drive PORT MELBOURNE VIC 3207",790,Port Melbourne,144.90634,-37.82798
Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,801,Southbank,144.96383,-37.82083
Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,801,Southbank,144.96383,-37.82083
Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,801,Southbank,144.96383,-37.82083
Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,801,Southbank,144.96383,-37.82083
Part Rear Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,801,Southbank,144.96287,-37.82104
Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,801,Southbank,144.96287,-37.82104
Shop Ground 1 Riverside Quay SOUTHBANK VIC 3006,801,Southbank,144.96387,-37.82194
Shop 5R & 7R 3 Freshwater Place SOUTHBANK VIC 3006,802,Southbank,144.96218,-37.82172
"Part Shop 16R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Shop 12R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
Shop 5R & 7R 3 Freshwater Place SOUTHBANK VIC 3006,802,Southbank,144.96218,-37.82172
"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Shop 4R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Shop 18R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Shop 8R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Part Shop 16R, 3 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96218,-37.82172
"Tenancy 1, Ground 28 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96229,-37.82267
"Tenancy 2, 28 Freshwater Place SOUTHBANK VIC 3006",802,Southbank,144.96229,-37.82267
"Shop 9, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 49A, Level 1 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 11-12, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 30, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 6, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 84, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 85, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 9, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 81, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
"Shop 30, Ground 8 Whiteman Street SOUTHBANK VIC 3006",803,Southbank,144.95833,-37.82316
Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,803,Southbank,144.95833,-37.82316
Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,803,Southbank,144.95833,-37.82316
Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,803,Southbank,144.95833,-37.82316
Shop TG03 20 Convention Centre Place SOUTH WHARF VIC 3006,804,Southbank,144.95232,-37.82543
Shop TB105A 20 Convention Centre Place SOUTH WHARF VIC 3006,804,Southbank,144.95232,-37.82543
Shop FG01 20 Convention Centre Place SOUTH WHARF VIC 3006,804,Southbank,144.95232,-37.82543
Shop TB04A 20 Convention Centre Place SOUTH WHARF VIC 3006,804,Southbank,144.95232,-37.82543
Part 2 Convention Centre Place SOUTH WHARF VIC 3006,804,Southbank,144.95232,-37.82543
53 South Wharf Promenade SOUTH WHARF VIC 3006,804,Southbank,144.95061,-37.82411
35 South Wharf Promenade SOUTH WHARF VIC 3006,804,Southbank,144.95061,-37.82411
37 South Wharf Promenade SOUTH WHARF VIC 3006,804,Southbank,144.95061,-37.82411
35 South Wharf Promenade SOUTH WHARF VIC 3006,804,Southbank,144.95061,-37.82411
"Shop 106, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",806,Southbank,144.95844,-37.8254
"Shop 140, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",806,Southbank,144.95844,-37.8254
"Unit 35, 109 Queens Bridge Street SOUTHBANK VIC 3006",808,Southbank,144.96077,-37.82491
Part Ground 207 City Road SOUTHBANK VIC 3006,809,Southbank,144.96116,-37.82577
"Suite 9-11, 89-91 City Road SOUTHBANK VIC 3006",812,Southbank,144.96511,-37.82256
Tea Rooms Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004,852,Melbourne (Remainder),144.98128,-37.82952
Restaurant Old Observatory Building Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,852,Melbourne (Remainder),144.98128,-37.82952
Restaurant Ground 159 Domain Road SOUTH YARRA VIC 3141,861,South Yarra,144.98145,-37.83428
175-177 Domain Road SOUTH YARRA VIC 3141,861,South Yarra,144.98195,-37.8343
52W Toorak Road SOUTH YARRA VIC 3141,862,South Yarra,144.97931,-37.83714
Part Baker Medical Research Institute 75 Commercial Road MELBOURNE VIC 3004,870,Melbourne (Remainder),144.98282,-37.84657
"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",870,Melbourne (Remainder),144.98282,-37.84657
Part Ground 399 Royal Parade PARKVILLE VIC 3052,904,Parkville,144.95868,-37.78398
Part Ground 369 Royal Parade PARKVILLE VIC 3052,906,Parkville,144.95856,-37.78493
Cafe RMH Private Hospital 1F Royal Parade PARKVILLE VIC 3050,920,Parkville,144.95634,-37.79863
"Shop 1, 20 Flemington Road PARKVILLE VIC 3050",920,Parkville,144.955,-37.79885
Shop 77 Story Street PARKVILLE VIC 3052,921,Parkville,144.95606,-37.79747
Kiosk 11-49 Galada Avenue PARKVILLE VIC 3052,928,Parkville,144.93992,-37.78112
"Tenancy B, Ground 50 Flemington Road PARKVILLE VIC 3052",931,Parkville,144.94952,-37.79363
"Tenancy 2, Ground 50 Flemington Road PARKVILLE VIC 3052",931,Parkville,144.94952,-37.79363
Restaurant 33 Spencer Street DOCKLANDS VIC 3008,1101,Docklands,144.9542,-37.82018
"Shop 14, Level 1 650 Collins Street DOCKLANDS VIC 3008",1101,Docklands,144.95223,-37.81841
"Shop 201-203, Level 1 201 Spencer Street DOCKLANDS VIC 3008",1101,Docklands,144.95056,-37.81451
"Shop 219, Level 1 201 Spencer Street DOCKLANDS VIC 3008",1101,Docklands,144.95056,-37.81451
"Shop 212, Level 1 201 Spencer Street DOCKLANDS VIC 3008",1101,Docklands,144.95056,-37.81451
Shop Ground 163 Spencer Street DOCKLANDS VIC 3008,1101,Docklands,144.95056,-37.81451
Part Ground 655 Collins Street DOCKLANDS VIC 3008,1101,Docklands,144.95305,-37.81969
Part Ground 1010 La Trobe Street DOCKLANDS VIC 3008,1102,Docklands,144.94538,-37.81455
Part Ground 140 Harbour Esplanade DOCKLANDS VIC 3008,1103,Docklands,144.94756,-37.81674
Part Level 1 140 Harbour Esplanade DOCKLANDS VIC 3008,1103,Docklands,144.94756,-37.81674
"Shop 202, 673 La Trobe Street DOCKLANDS VIC 3008",1103,Docklands,144.94749,-37.8149
"Shop 103, 673 La Trobe Street DOCKLANDS VIC 3008",1103,Docklands,144.94749,-37.8149
Shop 1B Concourse 700 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.94936,-37.81715
Shop 3 Concourse 700 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.94936,-37.81715
Rear Level 4 Concourse 120 Harbour Esplanade DOCKLANDS VIC 3008,1103,Docklands,144.94735,-37.81813
764 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.94735,-37.81813
768B Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.94735,-37.81813
Shop 7 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.94735,-37.81813
"Shop 1-2, Level 4 750 Bourke Street DOCKLANDS VIC 3008",1103,Docklands,144.94735,-37.81813
"Shop 1-2, Level 4 750 Bourke Street DOCKLANDS VIC 3008",1103,Docklands,144.94735,-37.81813
Shop 5 Concourse 720 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.9491,-37.81791
Shop 10 Park Level 720 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.9491,-37.81791
Shop 10 Park Level 720 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.9491,-37.81791
Shop 6 Concourse 720 Bourke Street DOCKLANDS VIC 3008,1103,Docklands,144.9491,-37.81791
"Shop 3, Ground 757 Bourke Street DOCKLANDS VIC 3008",1104,Docklands,144.94799,-37.81938
2A Waterview Walk DOCKLANDS VIC 3008,1104,Docklands,144.94799,-37.81938
"Unit 3, 22 Waterview Walk DOCKLANDS VIC 3008",1104,Docklands,144.94799,-37.81938
2 Waterview Walk DOCKLANDS VIC 3008,1104,Docklands,144.94799,-37.81938
20 Waterview Walk DOCKLANDS VIC 3008,1104,Docklands,144.94799,-37.81938
"Shop 22-23, Level 4 717 Bourke Street DOCKLANDS VIC 3008",1105,Docklands,144.95025,-37.81866
"Shop 24, Level 4 717 Bourke Street DOCKLANDS VIC 3008",1105,Docklands,144.95025,-37.81866
1 Village Street DOCKLANDS VIC 3008,1105,Docklands,144.95076,-37.82151
Part Ground 707 Collins Street DOCKLANDS VIC 3008,1105,Docklands,144.95114,-37.82088
Part Ground 737 Bourke Street DOCKLANDS VIC 3008,1105,Docklands,144.94907,-37.8192
Part Ground 737 Bourke Street DOCKLANDS VIC 3008,1105,Docklands,144.94907,-37.8192
Part Ground 737 Bourke Street DOCKLANDS VIC 3008,1105,Docklands,144.94907,-37.8192
82 Village Street DOCKLANDS VIC 3008,1105,Docklands,144.94983,-37.81922
82 Village Street DOCKLANDS VIC 3008,1105,Docklands,144.94983,-37.81922
Level 1 710 Collins Street DOCKLANDS VIC 3008,1105,Docklands,144.94983,-37.81922
"Tenancy 47B, LwrGround 727 Collins Street DOCKLANDS VIC 3008",1105,Docklands,144.95012,-37.8207
"Tenancy 12, 747 Collins Street DOCKLANDS VIC 3008",1105,Docklands,144.9495,-37.82093
46 Batmans Hill Drive DOCKLANDS VIC 3008,1105,Docklands,144.9495,-37.82093
1 Batmans Hill Drive DOCKLANDS VIC 3008,1107,Docklands,144.94862,-37.82202
"Part Tenancy 3, 800 Bourke Street DOCKLANDS VIC 3008",1108,Docklands,144.94508,-37.81885
"Shop 1, 825 Bourke Street DOCKLANDS VIC 3008",1108,Docklands,144.94416,-37.82024
831B Bourke Street DOCKLANDS VIC 3008,1108,Docklands,144.94346,-37.82045
829-831A Bourke Street DOCKLANDS VIC 3008,1108,Docklands,144.94346,-37.82045
"Shop 7-8, 801 Bourke Street DOCKLANDS VIC 3008",1108,Docklands,144.94562,-37.81974
"Shop 7-8, 801 Bourke Street DOCKLANDS VIC 3008",1108,Docklands,144.94562,-37.81974
1 Buckley Walk DOCKLANDS VIC 3008,1108,Docklands,144.94469,-37.81995
"Shop 17C, 833 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.9457,-37.82206
"Shop 13P, 833 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.9457,-37.82206
Part 131-141 Harbour Esplanade DOCKLANDS VIC 3008,1108,Docklands,144.94529,-37.81712
Part 131-141 Harbour Esplanade DOCKLANDS VIC 3008,1108,Docklands,144.94529,-37.81712
"Shop 1, Ground 800 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.94583,-37.82104
"Shop 1, Ground 800 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.94583,-37.82104
"Shop 8, 838 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.94502,-37.82101
5 Karlsruhe Lane DOCKLANDS VIC 3008,1108,Docklands,144.94502,-37.82101
892 Bourke Street DOCKLANDS VIC 3008,1108,Docklands,144.94139,-37.82006
"Tenancy 7, Ground 850 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.94454,-37.82094
861 Bourke Street DOCKLANDS VIC 3008,1108,Docklands,144.94232,-37.8206
"Shop G1, 839 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.944,-37.82163
"Tenancy 4, 845 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.944,-37.82163
"Tenancy 3, 851 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.944,-37.82163
"Tenancy 4, 845 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.944,-37.82163
"Tenancy 2, 855 Collins Street DOCKLANDS VIC 3008",1108,Docklands,144.944,-37.82163
"Tenancy 7, 46 Newquay Promenade DOCKLANDS VIC 3008",1109,Docklands,144.94124,-37.8146
"Tenancy 4-5, 54 Newquay Promenade DOCKLANDS VIC 3008",1109,Docklands,144.94124,-37.8146
23 Aquitania Way DOCKLANDS VIC 3008,1109,Docklands,144.94217,-37.81436
28 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94217,-37.81436
28 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94217,-37.81436
62 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94067,-37.81492
"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008",1109,Docklands,144.94184,-37.81515
55A Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94142,-37.81535
Fish Bar 25 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94275,-37.81473
Part 12-16 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94369,-37.81381
8-10 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94369,-37.81381
Part 12-16 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.94369,-37.81381
82 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.93958,-37.81524
106 Newquay Promenade DOCKLANDS VIC 3008,1109,Docklands,144.93958,-37.81524
417 Docklands Drive DOCKLANDS VIC 3008,1109,Docklands,144.93972,-37.81472
9 Rakaia Way DOCKLANDS VIC 3008,1109,Docklands,144.94021,-37.81429
42 Caravel Lane DOCKLANDS VIC 3008,1109,Docklands,144.94021,-37.81429
405 Docklands Drive DOCKLANDS VIC 3008,1109,Docklands,144.94021,-37.81429
28 Aquitania Way DOCKLANDS VIC 3008,1109,Docklands,144.943,-37.81355
"Shop 18A, Ground 90 Waterfront Way DOCKLANDS VIC 3008",1110,Docklands,144.93944,-37.81215
Level 1 14 Star Circus DOCKLANDS VIC 3008,1110,Docklands,144.938,-37.81329
Shop G06 9 Star Circus DOCKLANDS VIC 3008,1110,Docklands,144.938,-37.81329
Ground 3 Star Circus DOCKLANDS VIC 3008,1110,Docklands,144.938,-37.81329
Lobby 380 Docklands Drive DOCKLANDS VIC 3008,1110,Docklands,144.9412,-37.81308
"Unit 15, Ground 60 Siddeley Street DOCKLANDS VIC 3008",1112,Docklands,144.95248,-37.82288
31 Melrose Street NORTH MELBOURNE VIC 3051,2392,North Melbourne,144.9414,-37.79502
31 Melrose Street NORTH MELBOURNE VIC 3051,2392,North Melbourne,144.9414,-37.79502
524 Macaulay Road KENSINGTON VIC 3031,2523,Kensington,144.92863,-37.79404
512 Macaulay Road KENSINGTON VIC 3031,2524,Kensington,144.92914,-37.79408
202 Bellair Street KENSINGTON VIC 3031,2524,Kensington,144.93018,-37.79426
176 Bellair Street KENSINGTON VIC 3031,2524,Kensington,144.92994,-37.79366
174 Bellair Street KENSINGTON VIC 3031,2524,Kensington,144.92993,-37.79361
170 Bellair Street KENSINGTON VIC 3031,2524,Kensington,144.92992,-37.79354
72 Stubbs Street KENSINGTON VIC 3031,2539,Kensington,144.9353,-37.79142
61 Stubbs Street KENSINGTON VIC 3031,2540,Kensington,144.93592,-37.79107
11 Gem Place MELBOURNE VIC 3000,1,Melbourne (CBD),144.95651,-37.82098
551 Flinders Street MELBOURNE VIC 3000,1,Melbourne (CBD),144.95651,-37.82098
2 Flinders Walk MELBOURNE VIC 3000,4,Melbourne (CBD),144.96578,-37.81868
Part Vault 1-9 Princes Walk MELBOURNE VIC 3000,6,Melbourne (CBD),144.96865,-37.81868
"Tenancy 8, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 30, Square Federation Square 2 Swanston Street MELBOURNE VIC 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 25, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",6,Melbourne (CBD),144.96994,-37.81778
18 Katherine Place MELBOURNE VIC 3000,11,Melbourne (CBD),144.95649,-37.81988
"Shop G2, Ground 517 Flinders Lane MELBOURNE VIC 3000",11,Melbourne (CBD),144.95649,-37.81988
"Unit 1C, 8 Downie Street MELBOURNE VIC 3000",11,Melbourne (CBD),144.95597,-37.8204
Restaurant 1 William Street MELBOURNE VIC 3000,12,Melbourne (CBD),144.95951,-37.81943
405-411 Flinders Lane MELBOURNE VIC 3000,13,Melbourne (CBD),144.96042,-37.81865
Part Ground 40 Market Street MELBOURNE VIC 3000,13,Melbourne (CBD),144.96113,-37.81851
Part Ground 40 Market Street MELBOURNE VIC 3000,13,Melbourne (CBD),144.96113,-37.81851
7A Elizabeth Street MELBOURNE VIC 3000,14,Melbourne (CBD),144.96455,-37.81793
Ground 27-29 Elizabeth Street MELBOURNE VIC 3000,14,Melbourne (CBD),144.96437,-37.81755
"Shop 5, 35 Elizabeth Street MELBOURNE VIC 3000",14,Melbourne (CBD),144.96433,-37.81742
Part Ground 335 Flinders Lane MELBOURNE VIC 3000,14,Melbourne (CBD),144.96323,-37.81785
"Shop 2, Ground 2 Queen Street MELBOURNE VIC 3000",14,Melbourne (CBD),144.96271,-37.81859
Part Basement 328 Flinders Street MELBOURNE VIC 3000,14,Melbourne (CBD),144.96357,-37.8182
"Shop 1, Ground 300 Flinders Street MELBOURNE VIC 3000",14,Melbourne (CBD),144.964,-37.81806
Basement 21-27 Bond Street MELBOURNE VIC 3000,14,Melbourne (CBD),144.96253,-37.81819
Basement 21-27 Bond Street MELBOURNE VIC 3000,14,Melbourne (CBD),144.96253,-37.81819
Part Level 1 28 Elizabeth Street MELBOURNE VIC 3000,15,Melbourne (CBD),144.96488,-37.8173
280 Flinders Street MELBOURNE VIC 3000,15,Melbourne (CBD),144.96509,-37.81766
"Shop 2, 237 Flinders Lane MELBOURNE VIC 3000",15,Melbourne (CBD),144.96643,-37.81682
